id,gender,born_on,age,age_bucket
07c7ae4b-6c16-4906-93f2-9a28eb4db0ba,m,2000-04-24,18,18-24
b5e5fdf3-b294-4399-98e7-6953f755113e,m,1950-02-17,69,55+
b37dd70d-65ab-4975-97af-67ae6ff4158a,f,1967-02-23,52,50-54
4fd64ccf-cb18-456c-af0d-5693e25e3b61,m,1994-12-22,24,18-24
a4a972b7-53cb-4420-8f9a-94abc41cfa89,m,1996-09-27,22,18-24
99e8fe8a-49ec-4579-b89d-1f75f21149a1,f,1985-11-23,33,30-34
e3aeb144-2903-4dec-b37a-5541dd3dd9c1,m,1990-02-12,29,25-29
a23a8044-90d4-4183-8ce2-1ffa9dbf511e,f,1991-03-03,27,25-29
8fb46fd8-ff77-42df-bd07-97ed46dd73b9,m,1979-01-23,40,40-44
2725c84d-a2d0-4b0b-b46b-e2d985fb2785,f,1981-07-28,37,35-39
c12d2dc8-1931-48f1-a157-9cd3ca0c710f,f,1991-03-22,27,25-29
c6963764-6e17-4cd9-8d3d-3e636dce4597,m,1991-06-25,27,25-29
1740a506-ead9-48af-ad9a-7a159d62be8d,f,1986-10-28,32,30-34
82795b5c-b855-4c88-a665-0b956e7ee396,f,1990-10-02,28,25-29
cbcaaa0f-20bf-430d-8356-ae37917877eb,f,1982-06-28,36,35-39
7150b592-4d7b-4de6-a526-d8e160d442ec,f,1983-02-10,36,35-39
2667094d-4271-4541-a05f-dc51519afd46,m,1988-10-11,30,30-34
d0a69cc3-8d1c-4f97-b70a-3416ee9bf89e,m,1990-12-05,28,25-29
270bb3e2-661c-4da6-8cf9-5903b4d1ffc7,f,1956-11-13,62,55+
a3bda804-251d-46c4-80b5-5507bf6f3461,m,1962-09-11,56,55+
2712b352-5acc-4fea-9c56-02da3914f79a,m,1989-10-03,29,25-29
c5d4dedc-80a7-4d25-a87d-a2fa0fb36370,f,1997-05-02,21,18-24
37112e4a-4668-4686-8ecf-cc12ba257fb1,m,1998-12-30,20,18-24
eabc055f-503c-4ac6-ac84-b62394f47907,m,1993-09-02,25,25-29
1ccc599a-192b-4d41-a142-29a87c10ca8b,m,1983-04-12,35,35-39
cb8833d6-9bb5-4091-b444-97cf743505d7,m,1990-07-30,28,25-29
ca830907-69e8-47a8-ab13-8d9e84821d03,f,1987-01-06,32,30-34
ecf346ba-4589-43df-bf0e-a88fac005194,f,1978-05-07,40,40-44
38ac5fde-b07b-4c64-8c8a-4097f2b29d8e,m,1992-11-15,26,25-29
7262904a-c862-4182-ad68-1fb8e2d0ae1c,f,1992-09-14,26,25-29
d0dc2d74-3138-4db6-8ed1-1d2cf161b390,f,1999-06-09,19,18-24
25ed0a50-6450-4a49-bd75-f2eb90c5c4e1,m,1990-12-21,28,25-29
406243d0-df39-434b-9e8e-7674357ff5b2,m,1989-08-30,29,25-29
3a9227b8-8c74-468d-932c-7ccb672664fa,m,1990-03-08,28,25-29
5890f5c6-e648-464b-bb4b-b99dfbccc04c,f,1996-06-06,22,18-24
bd3e18e7-1dac-4ad5-b48b-bbcd9d8fa26e,m,1997-12-25,21,18-24
6990a365-fcc2-4c05-b33b-37688f5f90fb,m,1999-04-09,19,18-24
67971b5a-f1e9-4156-816f-5b810ef0eb5a,f,1988-12-25,30,30-34
cc00f8dd-a4a7-4efe-89f7-66f7b22f2989,f,1989-02-20,30,30-34
66e00368-79e6-4662-b302-2b573d8eb6af,m,1994-05-09,24,18-24
2df735ff-082b-4770-a566-d538ffd8fbad,f,1991-09-09,27,25-29
ac4f2e4b-99ed-4e8d-8be0-60ba149d9b0f,m,1995-01-30,24,18-24
c877ca0f-fe34-4068-a571-b02fd274819c,m,1995-11-26,23,18-24
413f10af-7be7-43ba-9377-65a9dcbd437d,m,1988-10-07,30,30-34
6dfec1e8-87a8-475b-8002-3eed493076ea,m,1994-11-04,24,18-24
41287175-d848-4fac-b56a-d1d3a2bf6adb,f,1992-05-20,26,25-29
c95fa29f-8652-4ae0-a360-942e8a866948,m,1971-11-26,47,45-49
f584d9ae-9123-4b2a-8390-9e2bf71605f2,m,1991-07-22,27,25-29
6ca0ef4f-20e2-4773-ab76-ed9ce4cc9043,m,1989-03-31,29,25-29
c597e1f8-9e65-49ae-bbce-dd441e19ff66,m,1975-11-14,43,40-44
e7eb220b-ef7c-49fe-828c-184644aade45,f,1992-04-29,26,25-29
b83a1e2a-c7f9-49ae-9c07-78013a6fb507,m,1999-01-11,20,18-24
e83cd5c5-5cc9-4177-b161-ecf161f8222a,f,1992-12-01,26,25-29
f157b554-c711-4554-8206-f34628a723c3,m,1981-05-08,37,35-39
caf457db-fbb6-410c-b47e-b6b647d5bc60,m,1983-04-19,35,35-39
2b5277db-126f-44c8-a1e0-452837f47b6c,f,1992-10-18,26,25-29
3bfee8cb-5e20-4668-b93d-83fa8eb71772,f,1993-01-14,26,25-29
5a92b35d-c04f-4eef-a99c-f7f42a79f692,f,1957-08-07,61,55+
5042778f-cbb1-41d4-8de8-ce00b18e5382,f,1992-04-06,26,25-29
411ab8ea-16c6-44ba-b74e-2fb9c8988991,m,1985-04-01,33,30-34
94668591-2d00-4208-9f0d-9c170b0586a4,m,1997-03-20,21,18-24
9ae6a8ac-8f2f-43ca-89e9-ac5018eaab35,f,1996-03-04,22,18-24
490f8d5f-dd25-4df4-9ca5-7bca2f371425,m,1981-06-25,37,35-39
3e16a787-71b4-4e86-b372-4c808ed9a8f5,f,1975-04-26,43,40-44
6d088f1b-88bc-4df7-8a67-75f9a5e5b9b9,m,1991-05-13,27,25-29
54690e83-29c0-4c63-af4c-869164a78eaa,f,1990-01-22,29,25-29
abd881f2-081e-434c-994a-74ca2a7e39fc,f,1990-01-18,29,25-29
2e412a0a-fc9f-4023-bdf1-7603cc42c5a1,m,1989-03-07,29,25-29
15e7f35a-264b-4ed1-86f3-8152f0a001c3,m,1986-07-14,32,30-34
48ae360d-3118-4a42-9527-66a383555c05,f,1997-04-28,21,18-24
4d618115-78ca-4c8e-9331-f10bed0b126f,m,1980-03-27,38,35-39
07baf39a-19a6-4889-bb7a-197a00790135,m,1978-02-17,41,40-44
7caa1590-541e-45a8-b64c-2d8771ceb86e,m,1996-09-04,22,18-24
56cf7b12-6403-4dab-83a9-e1ca257b2e72,f,1998-01-17,21,18-24
dff36b07-c133-4383-9718-a9edcb11945b,m,1983-08-10,35,35-39
81b407dd-097f-4d0a-ba24-f1948295023f,f,1995-01-20,24,18-24
e0d290d2-e348-41f4-b287-93ea4f07ca34,f,1988-07-11,30,30-34
1156393c-f7a3-452f-a506-68031ab27c33,f,1994-12-14,24,18-24
12dc2f8a-faf5-4017-9c06-5d4566adfa69,m,1999-09-04,19,18-24
c614ee6c-b471-494d-8433-c327cd503ee3,m,1992-11-20,26,25-29
97899f7f-bbd1-491a-a41c-044b35bd752c,m,1993-06-07,25,25-29
058f1469-cb1b-40df-9fe5-107568d81bdb,f,1991-01-15,28,25-29
898cbf82-499d-49d7-8e67-f23c565234e6,m,1993-07-18,25,25-29
1bd4b8e7-d19e-4075-a1d2-a497c20c5bdb,m,1985-01-14,34,30-34
247f02c7-ab9d-4320-8a65-00868693be8b,f,1993-04-05,25,25-29
80cdb2a9-12ed-4852-8c05-24011be52006,m,1993-08-06,25,25-29
6276ba12-bf02-4b9d-8bf1-da59001b248e,m,1984-10-15,34,30-34
3679766d-8d8c-468b-98aa-8ad21da7aa71,f,1985-01-02,34,30-34
5e21c3d1-0132-400e-86d2-a0b87626507c,m,1996-04-08,22,18-24
14e1e6c7-49e5-4ff5-8ded-7b48abf7b703,f,1985-11-05,33,30-34
cddeb24f-57db-4881-910f-321d7a971775,m,1981-10-23,37,35-39
4bd3f56c-0df3-4bc4-a1b0-91843caa75fb,m,1996-10-09,22,18-24
f71e8b94-efd8-47fd-86d0-7135f9d0c5dc,m,1997-10-03,21,18-24
5aa4cd58-5182-4abd-afcf-adad33926628,m,1986-09-14,32,30-34
0c9a02b4-e168-4d36-84d0-43367788f629,m,1995-01-12,24,18-24
d748c4af-57cb-4632-a38c-6704539b305b,f,1965-03-18,53,50-54
32f98bae-3c3e-49e6-9b08-0068741f546d,m,1991-01-06,28,25-29
9244e56a-8f83-4b0b-8352-a93848eb7c21,m,1989-05-06,29,25-29
12bf6ec6-fede-4ef1-a568-9713741b166f,f,1990-02-28,28,25-29
57c03ca7-a35d-418a-947a-edc5d6ed336b,m,1989-09-05,29,25-29
fb12a980-c2fd-4d20-ab22-de42c4143e7e,m,1983-01-17,36,35-39
c0bd389a-ab34-46a8-85e7-6f362b2ab720,m,1986-02-22,33,30-34
5249b9f6-b9ba-447f-b773-db6e14dec249,m,1997-02-15,22,18-24
a6766163-ba5b-47e6-a606-c41ce7cb1512,m,1994-12-31,24,18-24
e7a227cf-26e5-49a0-89b2-df8200963507,f,1991-07-15,27,25-29
cc40d703-888f-40db-882d-fc3c6c0b2903,m,1993-05-08,25,25-29
7706bda5-2ba1-41ad-bc26-034d9b6119ce,m,1990-06-12,28,25-29
46444993-d66a-4204-b048-aceaa4edfd76,m,1938-03-07,80,55+
7ed9045c-1bff-456e-bef9-4487f0bb5e9d,f,1993-12-29,25,25-29
83a09289-56b9-4c02-be5c-08f34da8c4f0,m,1989-04-25,29,25-29
257daf52-5a91-4d95-8f21-39a898ede8f1,f,1996-03-25,22,18-24
885d0b3d-c823-4422-8599-580dadd87b5f,m,1942-07-22,76,55+
7e65144a-b968-4779-ace6-72d4e966368a,m,1993-05-14,25,25-29
dcadb5c0-598c-4225-a1e8-9c3b2d030076,f,1997-08-09,21,18-24
598a4395-ca5a-4c17-bba7-ce2750ccaaa2,m,1992-10-17,26,25-29
9b521d08-4025-4066-965d-bdc0c24b6146,m,1989-09-07,29,25-29
e0744cbe-0213-4eaa-8bf1-2f414b5ba06a,m,1980-11-17,38,35-39
92d04cea-b3f2-48f2-bd4b-0db1544aa7e1,m,1989-02-27,29,25-29
7c7e7a87-c58d-4f6a-89d2-f6601e96a6a2,m,1981-03-05,37,35-39
e6d8674c-6a7e-4734-bd2e-a4288fa2ac59,m,1988-08-07,30,30-34
8cb6b2fe-7f4d-4caa-853a-8fe1cd079bad,f,1995-11-06,23,18-24
0227b338-42dd-4d1c-8547-36551d4b393b,f,1995-09-09,23,18-24
ec61df29-5763-4c77-ba94-2f218ab9cb7f,m,1995-05-05,23,18-24
7b35140e-7193-4071-a9e3-d7f5c7939452,m,1994-11-05,24,18-24
6e16792a-2c9f-413a-b094-eef5eee8a62d,f,1990-09-21,28,25-29
5f5daf44-1f5f-44c2-8ba2-93e9ce39b79e,f,1993-03-17,25,25-29
ad5fc5ef-50bf-49cb-9d51-539cce33415e,f,1956-11-05,62,55+
80bcd26a-98a0-47ee-a558-003a094f85d5,f,1971-03-11,47,45-49
5aed9596-dd03-4896-8668-4fc11495d84a,f,1995-05-03,23,18-24
6197dc81-fed0-497d-873e-293bb9e95cb5,m,1996-07-11,22,18-24
4a6f25f3-cb39-4c86-906c-04a9cf7d6659,m,1990-07-17,28,25-29
8210d67a-f4dd-40d7-90aa-2cd591baf28b,m,1995-02-01,24,18-24
0f48c397-05e3-4714-b943-92351ed73a4a,f,1981-01-11,38,35-39
87dec62f-1b55-42d2-8107-c07642731e93,f,1985-10-11,33,30-34
663f10ca-f2a0-4697-b621-5218f9a3ee06,m,1990-10-28,28,25-29
afa7fbb2-4f03-453b-b2cf-7ae8d11a4253,f,1965-11-10,53,50-54
dd346dbf-4543-436d-b978-0d67410bdd68,m,1988-03-30,30,30-34
30524f65-14b8-4277-a870-1031810cadd4,m,1993-11-12,25,25-29
dbc4d1b2-cab7-4156-b8d3-7074b3412ebd,m,1992-12-18,26,25-29
f68618ca-f879-4198-b992-21c8196d4536,f,1996-10-01,22,18-24
81b844f7-c0b5-45ac-8be9-c58e6d2d152b,m,1989-09-05,29,25-29
bd02c12e-1790-4253-9695-5f9b7ada1473,m,1993-06-02,25,25-29
4c3ef642-72ac-4e9f-aa8f-a768cdbc74ec,m,1976-05-13,42,40-44
de7191eb-4d16-45b3-b371-d47b300243ed,m,1983-08-27,35,35-39
0e478f46-5c00-4a39-82ba-34641ca716ef,f,1990-12-20,28,25-29
ea4f0bb0-5371-46c3-8443-607b5263db50,f,1985-11-30,33,30-34
45eaeb6b-0fda-45ed-a4f0-d7c139f8efed,f,1989-03-01,29,25-29
7e424eec-1e9d-4718-b996-8188fa4d2fa2,m,1992-09-18,26,25-29
3d4cbc65-ee65-4fbf-a73f-4ec8bab4ebc6,f,1991-01-24,28,25-29
61f75c30-9695-4f21-8648-b76ac7f87abf,m,1974-06-28,44,40-44
dcae1343-4e85-453a-8770-549c0aa1330b,m,1981-06-02,37,35-39
97dfdf70-2659-4d11-b304-f036c53dfb86,f,1988-02-27,30,30-34
1c358d2e-dfd8-42be-b765-a01aa5663e91,f,1988-12-25,30,30-34
19636b51-f12e-484d-bcec-1e65ff9eac7f,m,1988-06-02,30,30-34
3cf5d0db-e53f-43d9-b7e2-a983bc1d5844,f,1991-12-05,27,25-29
75903f6c-427a-4dbb-8985-9ac23c115b75,f,1975-01-31,44,40-44
89d6fbf5-ada4-45e3-8d4c-fd69035a8f44,f,1989-07-31,29,25-29
0c96d7b4-f785-479b-81c6-78fdea3a91c0,f,1987-09-07,31,30-34
780e4e98-e6a3-4dde-9ce2-e4930694f6d5,m,1982-11-24,36,35-39
1120f551-9e45-4715-95e5-7df15149ce07,m,1982-02-16,37,35-39
c7fc5f00-1145-406c-9ff1-b6dbc6fca944,m,1990-07-24,28,25-29
203d8ccf-bced-4230-bd6e-4a23000a15f0,m,1994-11-07,24,18-24
68847a88-f71c-4fab-bcc4-02ec9eae11ab,m,1991-09-21,27,25-29
4cf3120d-7314-40ed-9d20-e5a50776a744,m,1989-01-20,30,30-34
dc8e40ed-06bc-44bc-b7f2-3e0dcfb0463c,m,1991-06-18,27,25-29
cc268d0a-00b3-4e64-b271-c01394af7133,m,1980-06-15,38,35-39
405ef73c-8c9d-4867-b5b7-1524cda53b13,m,1991-12-29,27,25-29
038b2273-1112-41d6-9315-d00dc285694d,m,1991-04-25,27,25-29
cc73cbf4-63b0-4072-8cd3-2166f2af1d79,m,1984-12-15,34,30-34
231f48f0-b770-431b-82c5-b9c76e79b6dd,m,1991-07-15,27,25-29
789c8754-0b79-4adb-be23-343af15beedc,f,1994-05-23,24,18-24
e7621619-4536-442d-b883-b914581083eb,f,1990-09-26,28,25-29
e662e0b9-cab5-4f23-9d08-3b42bd8f80bc,f,1982-01-05,37,35-39
ed0fd267-b704-4f30-bb71-e527aedc25ba,m,1987-06-02,31,30-34
a5972735-fc00-4071-ace0-4d3ee87977e8,m,1997-02-12,22,18-24
7dc4658e-97d3-48eb-8e20-33cc85f0549d,f,1992-11-10,26,25-29
7e785cfd-5783-4642-bf5e-f2942d0de063,f,1991-01-05,28,25-29
a6c8ed32-a07f-4a86-a891-386c09c35fcc,f,1994-11-11,24,18-24
04d53265-c143-477e-8b52-9f1e5ced25b6,m,1992-06-19,26,25-29
7430cad8-fc59-40e9-9037-30f8f4d4bfda,m,1982-02-15,37,35-39
1c7b9461-7058-4d4a-b7a3-ef9eda80b07a,m,1963-12-16,55,55+
d73543c5-5430-4607-a63f-ae94142f24e3,f,1994-12-23,24,18-24
7c2ff3a1-9026-4f5e-a97e-389d7d6dae16,m,1989-11-14,29,25-29
ee6a5e4d-cbac-4483-b064-78f802d1aec2,m,1992-06-12,26,25-29
5405b5c0-3558-441d-b9f2-5e94064deeb7,f,1990-10-03,28,25-29
2d0db512-6df6-447f-b404-8cb126bfeb21,f,1976-03-12,42,40-44
b5b188d3-12d0-4c1b-85ed-f9d695eea930,m,1989-07-21,29,25-29
e2cb7b55-eee3-4e6f-86bf-547a74f21d61,f,1981-03-18,37,35-39
4e9bcf51-4eab-4428-a4a5-f7afc8370a4d,m,1983-06-05,35,35-39
42d58f91-7387-456d-8502-3d3a2da8f366,m,1992-12-12,26,25-29
84857e50-d627-48ec-ab4d-0cc8d4a92341,f,1977-09-20,41,40-44
b2b1d97d-19eb-4ea2-8fea-03605077e075,f,1999-12-13,19,18-24
f25d5c8b-0d76-46ed-8c7b-10b56073894f,f,1992-03-18,26,25-29
ac538ea4-38ae-4298-8eb6-d906633e1440,f,1998-02-05,21,18-24
1e481197-f86d-41af-bdc0-2549c3e67a87,f,1984-10-12,34,30-34
c4edd7ec-7075-4394-ae27-41913fcb1d5a,f,1987-10-16,31,30-34
5e711f5b-b1b0-4f46-a449-c4d83cac59b3,m,1993-06-14,25,25-29
2245cef8-2fe3-4b97-9985-db6de17d950c,f,1989-03-14,29,25-29
e65f00a0-6183-4187-b599-279ae5646111,m,1985-10-24,33,30-34
df584828-81e0-40d6-a9b7-5faae2112d52,m,1990-03-05,28,25-29
5ae082b7-aa9f-4659-8751-22066aeda84e,m,1992-07-31,26,25-29
224adbd8-8dfe-40ec-83b0-6bd7bcb3b44f,m,1982-05-19,36,35-39
de2fdfd9-549a-4201-be5f-149188ef69af,m,1998-08-13,20,18-24
a182d01d-bd88-4298-9e93-4551fb9b1244,m,1995-12-15,23,18-24
e99b2e57-32fb-4e2a-bb02-cdc422278192,f,1984-11-29,34,30-34
5dc88f56-77dd-48ba-a9d3-41820adcd913,f,1990-02-18,29,25-29
fc4cfa30-7d09-415e-ba25-2dac0e168f86,m,1996-02-25,23,18-24
04a9decd-0fa4-4f91-b4b6-8c4e7398a065,f,1984-08-05,34,30-34
f35072bb-a670-40ba-b264-cfcb83311336,f,1982-02-13,37,35-39
07fddd92-7277-44f3-bd90-adc28030726f,m,1991-02-28,27,25-29
e83ed308-f363-4436-8ef9-b480c88c6f1a,m,1986-06-08,32,30-34
91b89e2e-0dff-40d1-bd47-18c69e473e03,f,1989-02-24,30,30-34
e3265f82-b16d-4408-b15d-c976e14bdee4,f,1985-04-25,33,30-34
473585ca-a816-4e4f-8c05-36b1b16f4530,m,1998-08-03,20,18-24
b89044b5-90e1-4c7a-a8df-04c6e157e933,m,1983-06-01,35,35-39
966242c7-d252-44c1-8fb6-e20d476fa6c8,f,1984-08-27,34,30-34
5db4049c-9adc-4154-b7eb-ee71adc346df,m,1998-02-15,21,18-24
efc22b5c-ac50-411a-a054-d75db78b3229,f,1980-09-03,38,35-39
28af2855-93b4-4ac8-b8e0-1aec3011c04c,f,1985-06-06,33,30-34
2c76cb18-29cf-4872-b2aa-d4cc78a766ad,m,1992-12-04,26,25-29
0c7ce20f-a8c8-4854-b1d3-a02d51a2a809,m,1994-03-05,24,18-24
662292b2-fc89-4204-8cdb-6f677bc4f2ed,m,1992-06-14,26,25-29
621640ed-8960-464c-8b5f-87e0a459ac4a,m,1974-03-02,44,40-44
8c246835-b07e-4252-ae29-dea886a8955a,f,1991-03-03,27,25-29
3096e5b2-f40b-45d3-aa5d-876d58b0e19d,m,1988-07-08,30,30-34
6c3b0f0a-37b9-4b3b-8f2f-5fc296178e04,m,1977-08-11,41,40-44
f16d7d63-0f2a-47a7-9f0d-08d3291be18e,m,1991-03-20,27,25-29
6c971c0f-2bae-4691-af3f-e683801ed2f0,f,1982-02-05,37,35-39
bf0956a4-5202-46d0-a2bd-6a2fffd9da8f,f,1974-11-29,44,40-44
57ba91ac-7e9f-4d72-ba2f-eb48eee7295d,f,1997-01-26,22,18-24
3426f95f-27fe-49a6-92ad-3e6cee33ec0b,f,1996-03-05,22,18-24
67ed8840-bbc4-4cd9-899a-0976786a6db8,f,1992-06-29,26,25-29
d17a2d00-713d-41bd-84b3-cc0f3c31913f,f,1995-03-11,23,18-24
75e9fe67-46bd-4f35-a625-f75a17dbb405,m,1987-12-17,31,30-34
ccfdda14-26d0-4b2b-8562-679f94effaec,f,1968-08-26,50,50-54
1db78068-75b3-4b26-bdb4-f0a0b776beae,m,1975-10-20,43,40-44
e049cc40-cfbd-41d5-8ce9-76fed4a05048,f,1987-04-10,31,30-34
00f55ad7-56c5-4440-8447-e939741191a0,f,1997-12-15,21,18-24
ad887f76-e8ef-41a1-b292-9777320bb71d,f,1996-01-29,23,18-24
cbc1b0c9-9588-4791-91c1-cad9b0dceeb5,m,1964-04-01,54,50-54
fe91f1da-8b74-4d53-a7de-9483a729abf4,m,1981-10-11,37,35-39
5968163a-86a4-4903-b230-b15ebbb08c09,m,1992-04-19,26,25-29
83839c43-6677-4b73-83ed-b5a1b2f4704c,m,1991-10-29,27,25-29
5378ce20-e3d8-4e72-bb2f-a5cb7531c94b,m,1987-06-11,31,30-34
ca3c382b-ec67-433f-b406-e74afc8f7683,m,1992-01-23,27,25-29
8a876b8f-9c9b-44e1-b55b-fb93f1669874,f,1989-09-19,29,25-29
6b5ade3d-b2cf-425a-b285-ffdbc6542de5,m,1995-05-21,23,18-24
fb909f8b-cbc9-4086-b3c6-9c9954f96222,m,1989-05-13,29,25-29
3a91ed77-2f05-496d-aa1a-69cfdb9a8d57,m,1997-06-03,21,18-24
6aa44233-1eb4-45cf-bd94-11e1cedb199d,m,1979-01-13,40,40-44
e9d798b4-898f-46a3-b306-0265a08875d4,f,1998-07-30,20,18-24
7444a70a-d14d-4baf-903d-05806963b59e,f,1987-10-06,31,30-34
466acd2f-d9d7-469a-98aa-7ba79dd06857,m,1993-05-25,25,25-29
a257d003-a4a2-49a1-9f0b-9134b8234c65,m,1992-07-04,26,25-29
5026ca9b-3b9d-44c9-a57f-5ce49cec37a8,f,1982-08-10,36,35-39
bb1c85ed-15b8-4c3f-b2d8-a29cc58a075c,m,1976-07-21,42,40-44
e890b171-c4d1-40e8-a62a-4a28b46dda98,m,1980-06-21,38,35-39
b90c3ffe-4df9-4e4d-80c8-4a964fe4a552,m,1985-01-15,34,30-34
1b26cad6-cdaa-4214-8e45-c44bee261066,m,1991-12-17,27,25-29
e9cf74f2-3f7a-47d7-89c5-b9b7125cb2d7,m,1989-10-28,29,25-29
21bfdc99-39fb-4d5e-a562-aa817990afca,f,1991-12-03,27,25-29
a22857be-c26a-4407-8f62-5f1450fa53b6,m,1997-07-23,21,18-24
189c1ed7-a8da-4c32-ac65-98156841bce8,m,1987-12-23,31,30-34
43c21261-91d6-448a-8707-6e83be6452b6,m,1993-09-20,25,25-29
ebef539f-cde7-44ef-872c-e1c98e068b0e,f,1997-08-24,21,18-24
b32f7a0e-4ae4-41d4-8ecf-0b80383ed6c4,m,1987-04-04,31,30-34
7bee3e28-9039-43c2-ba40-4ae8be384e0c,f,1991-03-27,27,25-29
a82c8e68-c027-4f2c-882f-a09b193c8af3,m,1978-11-21,40,40-44
d08f905a-6471-4a36-9812-11c9146570fc,f,1976-05-04,42,40-44
fdba3194-b732-480b-8bf7-7161b49befda,m,1992-02-08,27,25-29
657c7cce-c595-41de-8206-669d1dffccf1,m,1995-01-29,24,18-24
0e9c47b5-42b5-437b-859b-83539172fcaf,f,1992-05-09,26,25-29
abf86885-e090-4c2d-88ea-de49d86f5e9e,f,1972-08-11,46,45-49
558cb538-3361-4bf5-98f8-6393ca37c548,m,1971-07-16,47,45-49
c911533e-7ea8-499a-bcaf-2ba759f54b1d,m,1988-07-15,30,30-34
a1b808e2-f91d-49b2-b047-4bac040e7a16,f,1991-06-26,27,25-29
d258ef4f-5e29-4000-b1c4-03e83bbf9c9e,f,1964-06-12,54,50-54
f38b6883-9659-4246-aa51-7c5d715a6719,m,1999-10-01,19,18-24
86a61dfd-c3a7-4b76-888b-cd90a971d678,m,1993-02-09,26,25-29
2e3fb09f-4b84-4ea0-946c-71a691389eba,m,1991-09-12,27,25-29
4fab5111-9151-4048-972b-3e78fd11b20b,f,1985-03-16,33,30-34
11f1e3f5-6e7a-4312-bff0-7f0e0ab5fefd,f,1965-01-04,54,50-54
0df7b8d7-b18a-4801-a8fa-a1c788015c6a,m,1971-07-15,47,45-49
b78aaed5-45c7-4da9-acbd-71c86e83427a,m,1994-01-06,25,25-29
576e3225-b276-413a-8b2e-06bb39c1a3a1,m,1993-01-07,26,25-29
5744e32b-b8d1-4473-a29c-eef6e7e84d36,m,1994-01-12,25,25-29
16641f12-b89b-46d6-98e8-57f8b17dbeb9,f,1993-01-05,26,25-29
c7ecd866-f763-40c7-819b-295c085649fa,m,1991-03-29,27,25-29
735dabd1-9927-4d75-85c6-2e49241aac79,m,1995-06-19,23,18-24
07fbbc91-091c-498f-a8c3-0e9d7c5b34df,f,1991-09-07,27,25-29
aa0f7e8a-bc61-485b-a493-97ae8bb49991,m,1993-09-04,25,25-29
7ce19e6d-c9fc-43da-af4c-a59717702708,f,1998-05-11,20,18-24
fd3193b2-dfd3-40bc-a5e4-84a7e1fd0828,m,1986-07-05,32,30-34
fbf671ef-8e0d-41f6-abf7-447325abea8b,m,1988-11-13,30,30-34
a2a59990-95c4-4130-86b0-2e6e9e0b269c,m,1989-12-08,29,25-29
c4fc0daf-2205-41bf-a319-2f0b9bc20439,f,1998-11-01,20,18-24
3eee5521-c4c5-4cf0-bae3-042968c724b3,f,1995-06-05,23,18-24
37a043a6-e129-4ab7-9799-6cb87f115b95,f,1992-10-31,26,25-29
71215be7-10b6-40ad-87e9-e69f1b9855eb,f,1981-07-24,37,35-39
0898bf76-6f74-4270-b725-5493997bf150,m,1988-01-11,31,30-34
d28fc3b3-545e-4c94-98ee-b05ef3014172,f,1992-07-13,26,25-29
ae8b2a15-28e1-49a4-acfb-8b3f5cf51dc3,f,1996-12-17,22,18-24
15bd2dfa-1b8b-4117-8569-4de4fd9e4c98,m,1992-03-03,26,25-29
808d170e-5bae-41fe-8b6c-dff19b401823,m,1994-01-09,25,25-29
9dd36789-7bde-4924-8370-fb7a189a4d3e,f,1993-12-12,25,25-29
a24e1cfd-e2e7-45d8-9a22-0706aa0cf3b9,m,1982-11-21,36,35-39
e21f7ed9-eb80-4774-bb64-7d916a0d6009,f,1991-11-27,27,25-29
435ee5df-e675-4916-ae5e-e2681138d012,m,1993-06-03,25,25-29
a9008915-6033-4956-9c21-3dc879a2438a,m,1994-07-21,24,18-24
887b7746-2ce8-43c8-a897-9a2e9ffa9359,m,1985-08-05,33,30-34
4501e55f-2baf-42b9-91d8-6787c297f2dd,f,1996-11-25,22,18-24
d5673f06-2047-4a61-90b6-9ce237f30e2d,m,1970-02-10,49,45-49
fb4d5590-09d8-431e-bc1d-7c22ebb9578b,m,1991-06-21,27,25-29
f3292890-592d-434b-bbac-fea50e09e2f1,f,1992-01-18,27,25-29
af05f6d9-a38e-442f-91e6-f5090fa127bf,m,1993-02-11,26,25-29
d6f7cde6-c5bb-4e25-8988-c4fa67e54a8d,m,1999-11-17,19,18-24
191b41ca-f029-4d2e-8480-1961d55eb18d,f,1987-03-24,31,30-34
4f7a9026-a6b3-47cc-b590-11bd20aa31e0,f,1985-10-04,33,30-34
30cac216-f343-4645-9c25-d8da1f863e82,m,1979-06-19,39,35-39
7adeb2d4-c0b0-45f4-b3b3-632b74d15435,f,1970-05-08,48,45-49
154a577b-52d0-428c-a193-4f1f1a9c1291,m,1992-02-17,27,25-29
89ec0a96-c792-4e48-947e-c1425689deee,m,1987-01-06,32,30-34
4c483054-acf6-40d1-8beb-151d78f9df53,f,1985-12-06,33,30-34
f3af0ada-9563-4bc5-909b-1a4130e0d5f7,f,1984-04-12,34,30-34
df8253bd-fc07-431b-9644-422778504f51,m,1991-06-16,27,25-29
5674062a-ca36-4aeb-8edf-8493c12447ba,f,1979-07-17,39,35-39
b0cdf3da-bd4c-4d4e-9b90-9380689f4dba,m,1993-10-15,25,25-29
38229e9b-09f8-431f-b489-9e8f125a3d4e,f,1990-02-12,29,25-29
4ea96b5d-d877-46be-8d81-be2ed0fd6183,f,1995-06-11,23,18-24
efbf41e3-8a82-44c3-8779-9f37d1aa9199,m,1977-06-06,41,40-44
4f0aee2e-12a3-478c-b149-551a17bb7e34,f,1989-04-15,29,25-29
